Ticket ID,Creation Timestamp,Channel,Category,Priority,Subject,Description
TID-F90A2DBC,2024-01-14 09:25:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-2F9026BA,2024-01-14 19:32:00,Email,Technical Issue,Medium,Mobile app drains battery,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-7CC21D38,2024-01-06 04:30:00,Phone,Billing & Payment,Medium,How to upgrade my subscription?,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-7109EE29,2024-01-02 12:40:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-53FCFB2A,2024-01-14 19:52:00,Web,Technical Issue,High,API returning 503 errors,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-2042B62D,2024-01-11 18:12:00,Email,Account Management,Low,Need to change the primary email,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-3F9C2D41,2024-01-04 10:14:00,Email,Technical Issue,High,Mobile app drains battery,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-7BD8A0BA,2024-01-12 19:50:00,Web,Account Management,Medium,How do I delete my account?,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'test@example.org'.
TID-7A168072,2024-01-09 22:12:00,Email,Technical Issue,High,Application crashing on startup,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-1BBE6A16,2024-01-04 20:08:00,Email,Product Inquiry,Low,Data retention policy clarification,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-7A127D8E,2024-01-05 13:55:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-9DF64630,2024-01-10 01:48:00,Web,Technical Issue,High,Mobile app drains battery,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-5DB2A2A7,2024-01-07 16:40:00,Email,Technical Issue,High,File export failing for large datasets,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 12:00 PM. Clearing cache did not help.
TID-A6761A5E,2024-01-02 17:16:00,Phone,Billing & Payment,High,How to upgrade my subscription?,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-FF38DB61,2024-01-03 08:12:00,Email,General Feedback,Low,App is much faster now,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-B29C0BFD,2024-01-10 06:36:00,Email,Technical Issue,High,Error message when saving a new project,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-AD6FFCAD,2024-01-13 04:25:00,Phone,Technical Issue,Urgent,Unable to upload files - Permission Denied,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-9F1A1EE2,2024-01-13 06:00:00,API,Account Management,Low,Need to change the primary email,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-05BD225A,2024-01-05 09:32:00,Web,Technical Issue,Medium,API returning 503 errors,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-54E54772,2024-01-11 05:36:00,Web,Account Management,Medium,Unable to reset password,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-00B9458D,2024-01-04 07:09:00,Phone,General Feedback,Low,The onboarding process could be improved,Thank you for the recent performance updates. The application feels much more responsive now.
TID-7E71DCC6,2024-01-16 01:40:00,Web,Technical Issue,High,Search functionality not returning all results,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-95D2E9EE,2024-01-13 04:40:00,Web,Product Inquiry,Low,Is it possible to customize report templates?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-263D07BF,2024-01-16 02:24:00,Email,Billing & Payment,Medium,Received fraud alert after payment,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-AD2BDF03,2024-01-08 18:39:00,Email,Account Management,Medium,Process for transferring account ownership,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-A9F7F71F,2024-01-16 06:12:00,Phone,Technical Issue,Low,Error message when saving a new project,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-E73DA22E,2024-01-16 20:42:00,Phone,Billing & Payment,Medium,Question about my latest invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-0C855A3E,2024-01-12 23:40:00,API,Account Management,Medium,Unable to reset password,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-54BD6633,2024-01-15 07:15:00,Email,Technical Issue,Medium,Search functionality not returning all results,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 08:00 AM. Clearing cache did not help.
TID-6161B3D6,2024-01-13 18:36:00,Email,Technical Issue,Medium,API returning 503 errors,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-C1CBFE93,2024-01-15 07:32:00,Email,Billing & Payment,Low,Question about my latest invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-D537FA07,2024-01-05 19:42:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-0BC819AA,2024-01-04 11:45:00,Email,Billing & Payment,Low,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-9BCD094B,2024-01-14 00:48:00,API,Account Management,High,How do I delete my account?,I need to update the primary email on my account from 'former.employee@example.org' to 'new.user@example.com'. What's the process?
TID-B6194A1C,2024-01-10 06:25:00,Web,Technical Issue,Medium,File export failing for large datasets,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-05C5B204,2024-01-10 04:12:00,Email,Account Management,Medium,New user invitation link has expired,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'demo_user@example.net'.
TID-4C4CC68F,2024-01-03 20:42:00,Phone,Technical Issue,Medium,Dashboard widgets not refreshing,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-7048C9B9,2024-01-11 05:40:00,Email,Technical Issue,Medium,Dashboard widgets not refreshing,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-25B6CDAB,2024-01-10 00:42:00,Email,Account Management,Low,Process for transferring account ownership,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'demo_user@example.net'.
TID-2BF00237,2024-01-16 05:52:00,Web,Technical Issue,High,Application crashing on startup,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-BE4B8E27,2024-01-17 10:42:00,Email,Technical Issue,Medium,Application crashing on startup,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a CSV file. This started happening today."
TID-7C828454,2024-01-07 11:12:00,Email,Account Management,High,New user invitation link has expired,I've tried the 'Forgot Password' link several times for username 'test@example.org' but I'm not receiving the email. I checked my spam folder.
TID-97794663,2024-01-16 14:35:00,Web,Account Management,High,Need to change the primary email,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-5461B128,2024-01-16 09:30:00,Web,Account Management,High,User account locked,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-F94D4EE2,2024-01-13 00:27:00,Email,Account Management,Low,How do I delete my account?,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-88AA8166,2024-01-03 09:32:00,Phone,Billing & Payment,Medium,Received fraud alert after payment,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-62B6E28C,2024-01-09 08:35:00,Web,Technical Issue,High,Unable to upload files - Permission Denied,"When I try to access the dashboard page, it takes over a minute to load. Other sites are fine."
TID-16DF84B9,2024-01-05 18:00:00,Email,Account Management,Medium,Need to change the primary email,I need to update the primary email on my account from 'former.employee@example.org' to 'new.hire@example.org'. What's the process?
